canonical_name,proposed_category,proposed_subcategory,proposed_food_group,proposed_form,proposed_contains_tags,flags,source_count,variants_count,confidence
neutral oil,Oils,Vegetable oils,Fats & oils,,,,2,2,high
nut oil,Oils,Vegetable oils,Fats & oils,,,,2,2,high
vegetable oil,Oils,Vegetable oils,Fats & oils,,,,2,2,high
virgin oil,Oils,Vegetable oils,Fats & oils,,,,2,2,high
achiote oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
annatto oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
baby oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
basting oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
black oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
blended oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
bottled oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
castor oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
commercial oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
cooking oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
cooking oil spray,Oils,Vegetable oils,Fats & oils,,,,1,1,low
cottonseed oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
dende oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
drained oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
drops lavender oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
drops oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
essential oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
essential oils,Oils,Vegetable oils,Fats & oils,,,,1,1,low
extra-virgin oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
fire oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
fish oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
flavored oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
flavorless oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
flax oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
flaxseed oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
fluid ounces vegetable oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
fragrance oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
frying oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
groundnut oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
hemp oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
hot oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
hot salad oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
italian oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
jojoba oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
lavender oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
light cooking oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
light oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
light salad oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
light vegetable oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
light vegetable oil cooking spray,Oils,Vegetable oils,Fats & oils,,,,1,1,low
linseed oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
liquid oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
liter oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
litre oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
mazola oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
mild oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
milliliters oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
mineral oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
neutral cooking oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
neutral-tasting oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
nonstick oil spray,Oils,Vegetable oils,Fats & oils,,,,1,1,low
nonstick vegetable oil cooking spray,Oils,Vegetable oils,Fats & oils,,,,1,1,low
oil for,Oils,Vegetable oils,Fats & oils,,,,1,1,low
oil from,Oils,Vegetable oils,Fats & oils,,,,1,1,low
oil i,Oils,Vegetable oils,Fats & oils,,,,1,1,low
oil of choice,Oils,Vegetable oils,Fats & oils,,,,1,1,low
oil reserved,Oils,Vegetable oils,Fats & oils,,,,1,1,low
oil spray,Oils,Vegetable oils,Fats & oils,,,,1,1,low
oilive oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
oils,Oils,Vegetable oils,Fats & oils,,,,1,1,low
oilve oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
polyunsaturated oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
popping oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
pressed oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
pumpkinseed oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
rapeseed oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
refined oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
safflower,Oils,Vegetable oils,Fats & oils,,,,1,1,low
salad oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
seasame oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
soy oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
spray oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
stir-fry oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
t oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
unrefined oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
vanilla oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
veg oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
vegatable oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
vegetable cooking oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
vegetable oil cooking spray,Oils,Vegetable oils,Fats & oils,,,,1,1,low
vegetable oil spray,Oils,Vegetable oils,Fats & oils,,,,1,1,low
vegetable oil vegetable,Oils,Vegetable oils,Fats & oils,,,,1,1,low
vegetables oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
veggie oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
vegtable oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
wasabi oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
wesson oil,Oils,Vegetable oils,Fats & oils,,,,1,1,low
berry,Berries,Berries,Fruits,,,,5,5,high
huckleberries,Berries,Berries,Fruits,,,,2,2,high
mixed berry,Berries,Berries,Fruits,,,,2,2,high
berry,Berries,Berries,Fruits,frozen,,,1,1,low
berry juice,Berries,Berries,Fruits,,,,1,1,low
black berry,Berries,Berries,Fruits,,,,1,1,low
cooked wheat berry,Berries,Berries,Fruits,,,,1,1,low
hard wheat berry,Berries,Berries,Fruits,,,,1,1,low
rye berry,Berries,Berries,Fruits,,,,1,1,low
saskatoon berry,Berries,Berries,Fruits,,,,1,1,low
wheat berry,Berries,Berries,Fruits,,,,1,1,low
white wheat berry,Berries,Berries,Fruits,,,,1,1,low
whole berry,Berries,Berries,Fruits,,,,1,1,low
whole wheat berry,Berries,Berries,Fruits,,,,1,1,low
whole-berry,Berries,Cranberry,Fruits,,,,1,1,low
candied citron,Dried fruits,Dried fruits,Fruits,,,,1,1,low
candied citron peel,Dried fruits,Dried fruits,Fruits,,,,1,1,low
candied fruit,Dried fruits,Dried fruits,Fruits,,,,1,1,low
candied fruit mix,Dried fruits,Dried fruits,Fruits,,,,1,1,low
candied fruits,Dried fruits,Dried fruits,Fruits,,,,1,1,low
candied mixed fruit,Dried fruits,Dried fruits,Fruits,,,,1,1,low
candied mixed fruit peel,Dried fruits,Dried fruits,Fruits,,,,1,1,low
citron,Dried fruits,Dried fruits,Fruits,,,,1,1,low
citron peel,Dried fruits,Dried fruits,Fruits,,,,1,1,low
demi glace,Dried fruits,Dried fruits,Fruits,,,,1,1,low
glace de viande,Dried fruits,Dried fruits,Fruits,,,,1,1,low
glace fruit,Dried fruits,Dried fruits,Fruits,,,,1,1,low
mixed candied fruit,Dried fruits,Dried fruits,Fruits,,,,1,1,low
mixed candied fruits,Dried fruits,Dried fruits,Fruits,,,,1,1,low
mixed glace fruit,Dried fruits,Dried fruits,Fruits,,,,1,1,low
clementine juice,Fruits,Citrus,Fruits,,,,2,2,high
clementine,Fruits,Citrus,Fruits,,,,1,1,low
clementine zest,Fruits,Citrus,Fruits,,,,1,1,low
clementines,Fruits,Citrus,Fruits,,,,1,1,low
mandarin,Fruits,Citrus,Fruits,,,,1,1,low
mandarin juice,Fruits,Citrus,Fruits,,,,1,1,low
mandarin peel,Fruits,Citrus,Fruits,,,,1,1,low
mandarins,Fruits,Citrus,Fruits,,,,1,1,low
melon,Fruits,Melon,Fruits,,,,1,1,low
melon balls,Fruits,Melon,Fruits,,,,1,1,low
melon liqueur,Fruits,Melon,Fruits,,,,1,1,low
melon seeds,Fruits,Melon,Fruits,,,,1,1,low
melons,Fruits,Melon,Fruits,,,,1,1,low
chunky mixed fruit,Fruits,Other fruits,Fruits,,,,1,1,low
kiwis,Fruits,Other fruits,Fruits,,,,1,1,low
loquats,Fruits,Other fruits,Fruits,,,,1,1,low
mixed dried fruit,Fruits,Other fruits,Fruits,,,,1,1,low
mixed dried fruit bits,Fruits,Other fruits,Fruits,,,,1,1,low
mixed dried fruits,Fruits,Other fruits,Fruits,,,,1,1,low
mixed fruits,Fruits,Other fruits,Fruits,,,,1,1,low
quince,Fruits,Other fruits,Fruits,,,,1,1,low
red bartlett,Fruits,Pear,Fruits,,,,1,1,low
kiwifruit,Fruits,Tropical,Fruits,,,,2,2,high
carambola,Fruits,Tropical,Fruits,,,,1,1,low
carambolas,Fruits,Tropical,Fruits,,,,1,1,low
kiwifruits,Fruits,Tropical,Fruits,,,,1,1,low
white lily self-rising,Baking ingredients,Leaveners,Grains,,,,1,1,low
white self-rising,Baking ingredients,Leaveners,Grains,,,,1,1,low
whole wheat self-rising,Baking ingredients,Leaveners,Grains,,,,1,1,low
wholemeal self-rising,Baking ingredients,Leaveners,Grains,,,,1,1,low
yellow self-rising,Baking ingredients,Leaveners,Grains,,,,1,1,low
fruit pectin,Baking ingredients,Setting agents,Grains,powdered,,,2,2,high
citric acid,Baking ingredients,Setting agents,Grains,,,,1,1,low
fruit pectin,Baking ingredients,Setting agents,Grains,,,,1,1,low
gelatine,Baking ingredients,Setting agents,Grains,powdered,,,1,1,low
gelatine powder,Baking ingredients,Setting agents,Grains,,,,1,1,low
light fruit pectin,Baking ingredients,Setting agents,Grains,,,,1,1,low
liquid fruit pectin,Baking ingredients,Setting agents,Grains,,,,1,1,low
liquid pectin,Baking ingredients,Setting agents,Grains,,,,1,1,low
pectin,Baking ingredients,Setting agents,Grains,,,,1,1,low
pectin,Baking ingredients,Setting agents,Grains,powdered,,,1,1,low
unflavored gelatine,Baking ingredients,Setting agents,Grains,,,,1,1,low
unflavoured gelatine,Baking ingredients,Setting agents,Grains,,,,1,1,low
glycerin,Baking ingredients,Stabilizers,Grains,,,,1,1,low
glycerine,Baking ingredients,Stabilizers,Grains,,,,1,1,low
guar gum,Baking ingredients,Stabilizers,Grains,,,,1,1,low
psyllium husk,Baking ingredients,Stabilizers,Grains,,,,1,1,low
psyllium husks,Baking ingredients,Stabilizers,Grains,,,,1,1,low
vegetable glycerin,Baking ingredients,Stabilizers,Grains,,,,1,1,low
xanthan,Baking ingredients,Stabilizers,Grains,,,,1,1,low
biscuit baking,Bread & baked goods,Biscuits,Grains,,,,2,2,high
biscuit baking mix,Bread & baked goods,Biscuits,Grains,,,,2,2,high
biscuit mix,Bread & baked goods,Biscuits,Grains,,,,3,3,high
digestive biscuit,Bread & baked goods,Biscuits,Grains,,,,2,2,high
scones,Bread & baked goods,Biscuits,Grains,,,,2,2,high
all-purpose biscuit baking mix,Bread & baked goods,Biscuits,Grains,,,,1,1,low
all-purpose biscuit mix,Bread & baked goods,Biscuits,Grains,,,,1,1,low
amaretti biscuit,Bread & baked goods,Biscuits,Grains,,,,1,1,low
biscuit crumbs,Bread & baked goods,Biscuits,Grains,,,,1,1,low
biscuit dough,Bread & baked goods,Biscuits,Grains,,,,1,1,low
cold biscuit,Bread & baked goods,Biscuits,Grains,,,,1,1,low
country biscuit,Bread & baked goods,Biscuits,Grains,,,,1,1,low
flakey biscuit,Bread & baked goods,Biscuits,Grains,,,,1,1,low
flaky biscuit,Bread & baked goods,Biscuits,Grains,,,,1,1,low
gingernut biscuit,Bread & baked goods,Biscuits,Grains,,,,1,1,low
grands biscuit,Bread & baked goods,Biscuits,Grains,,,,1,1,low
hot biscuit,Bread & baked goods,Biscuits,Grains,,,,1,1,low
jumbo biscuit,Bread & baked goods,Biscuits,Grains,,,,1,1,low
pioneer biscuit mix,Bread & baked goods,Biscuits,Grains,,,,1,1,low
recipe biscuit dough,Bread & baked goods,Biscuits,Grains,,,,1,1,low
refrigerated biscuit,Bread & baked goods,Biscuits,Grains,,,,1,1,low
refrigerator biscuit,Bread & baked goods,Biscuits,Grains,,,,1,1,low
sweet biscuit,Bread & baked goods,Biscuits,Grains,,,,1,1,low
sweet biscuit crumbs,Bread & baked goods,Biscuits,Grains,,,,1,1,low
tea biscuit,Bread & baked goods,Biscuits,Grains,,,,1,1,low
tube biscuit,Bread & baked goods,Biscuits,Grains,,,,1,1,low
tubes biscuit,Bread & baked goods,Biscuits,Grains,,,,1,1,low
wheat biscuit,Bread & baked goods,Biscuits,Grains,,,,1,1,low
breadsticks,Bread & baked goods,Bread,Grains,,,,2,2,high
crusty roll,Bread & baked goods,Bread,Grains,,,,2,2,high
hoagie roll,Bread & baked goods,Bread,Grains,,,,2,2,high
italian roll,Bread & baked goods,Bread,Grains,,,,2,2,high
sandwich roll,Bread & baked goods,Bread,Grains,,,,2,2,high
submarine roll,Bread & baked goods,Bread,Grains,,,,2,2,high
sweet roll,Bread & baked goods,Bread,Grains,,,,2,2,high
wheat,Bread & baked goods,Bread,Grains,,,,1,2,high
whole wheat roll,Bread & baked goods,Bread,Grains,,,,2,2,high
whole wheat sandwich roll,Bread & baked goods,Bread,Grains,,,,2,2,high
active sourdough starter,Bread & baked goods,Bread,Grains,,,,1,1,low
bolillo roll,Bread & baked goods,Bread,Grains,,,,1,1,low
breadstick,Bread & baked goods,Bread,Grains,,,,1,1,low
brioches,Bread & baked goods,Bread,Grains,,,,1,1,low
burger roll,Bread & baked goods,Bread,Grains,,,,1,1,low
buttered toast,Bread & baked goods,Bread,Grains,,,,1,1,low
challah,Bread & baked goods,Bread,Grains,,,,1,1,low
club roll,Bread & baked goods,Bread,Grains,,,,1,1,low
cresent roll,Bread & baked goods,Bread,Grains,,,,1,1,low
crusty sandwich roll,Bread & baked goods,Bread,Grains,,,,1,1,low
cuban roll,Bread & baked goods,Bread,Grains,,,,1,1,low
deli roll,Bread & baked goods,Bread,Grains,,,,1,1,low
dough roll,Bread & baked goods,Bread,Grains,,,,1,1,low
finger roll,Bread & baked goods,Bread,Grains,,,,1,1,low
focaccia,Bread & baked goods,Bread,Grains,,,,1,1,low
focaccia roll,Bread & baked goods,Bread,Grains,,,,1,1,low
fondant,Bread & baked goods,Bread,Grains,,,,1,1,low
frankfurter roll,Bread & baked goods,Bread,Grains,,,,1,1,low
french roll,Bread & baked goods,Bread,Grains,,,,1,1,low
fruit roll,Bread & baked goods,Bread,Grains,,,,1,1,low
grain roll,Bread & baked goods,Bread,Grains,,,,1,1,low
grissini,Bread & baked goods,Bread,Grains,,,,1,1,low
hamburger roll,Bread & baked goods,Bread,Grains,,,,1,1,low
hard roll,Bread & baked goods,Bread,Grains,,,,1,1,low
hawaiian roll,Bread & baked goods,Bread,Grains,,,,1,1,low
hawaiian sweet roll,Bread & baked goods,Bread,Grains,,,,1,1,low
hero roll,Bread & baked goods,Bread,Grains,,,,1,1,low
hot roll,Bread & baked goods,Bread,Grains,,,,1,1,low
italian loaf,Bread & baked goods,Bread,Grains,,,,1,1,low
long loaf,Bread & baked goods,Bread,Grains,,,,1,1,low
long roll,Bread & baked goods,Bread,Grains,,,,1,1,low
party roll,Bread & baked goods,Bread,Grains,,,,1,1,low
pistolette roll,Bread & baked goods,Bread,Grains,,,,1,1,low
red fruit roll,Bread & baked goods,Bread,Grains,,,,1,1,low
refrigerator roll,Bread & baked goods,Bread,Grains,,,,1,1,low
rhodes,Bread & baked goods,Bread,Grains,,,,1,1,low
rhodes texas roll,Bread & baked goods,Bread,Grains,,,,1,1,low
roll dough,Bread & baked goods,Bread,Grains,,,,1,1,low
roll dough,Bread & baked goods,Bread,Grains,frozen,,,1,1,low
roll jalapeno cheese,Bread & baked goods,Bread,Grains,,,cheese-not-dairy,1,1,low
roll jimmy,Bread & baked goods,Bread,Grains,,,,1,1,low
roll mix,Bread & baked goods,Bread,Grains,,,,1,1,low
roll ready,Bread & baked goods,Bread,Grains,,,,1,1,low
roll slice,Bread & baked goods,Bread,Grains,,,,1,1,low
roll wrappers,Bread & baked goods,Bread,Grains,,,,1,1,low
sesame breadsticks,Bread & baked goods,Bread,Grains,,,,1,1,low
slider roll,Bread & baked goods,Bread,Grains,,,,1,1,low
sourdough,Bread & baked goods,Bread,Grains,,,,1,1,low
sourdough boule,Bread & baked goods,Bread,Grains,,,,1,1,low
sourdough roll,Bread & baked goods,Bread,Grains,,,,1,1,low
sourdough starter,Bread & baked goods,Bread,Grains,,,,1,1,low
spring roll,Bread & baked goods,Bread,Grains,,,,1,1,low
steak roll,Bread & baked goods,Bread,Grains,,,,1,1,low
sub roll,Bread & baked goods,Bread,Grains,,,,1,1,low
swiss roll,Bread & baked goods,Bread,Grains,,,,1,1,low
texas roll,Bread & baked goods,Bread,Grains,,,,1,1,low
toast,Bread & baked goods,Bread,Grains,,,,1,1,low
toasted wheat germ,Bread & baked goods,Bread,Grains,,,,1,1,low
tootsie roll,Bread & baked goods,Bread,Grains,,,,1,1,low
torpedo roll,Bread & baked goods,Bread,Grains,,,,1,1,low
warm roll,Bread & baked goods,Bread,Grains,,,,1,1,low
white roll,Bread & baked goods,Bread,Grains,,,,1,1,low
white toast,Bread & baked goods,Bread,Grains,,,,1,1,low
whole wheat hoagie roll,Bread & baked goods,Bread,Grains,,,,1,1,low
whole wheat toast,Bread & baked goods,Bread,Grains,,,,1,1,low
zwieback toast,Bread & baked goods,Bread,Grains,,,,1,1,low
breadcrumb,Bread & baked goods,Bread crumbs,Grains,,,,2,2,high
breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,8,8,high
soft breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,2,2,high
sourdough breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,2,2,high
white breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,2,2,high
breadcrumbs fresh,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
breadcrumbs made,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
brown breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
buttered breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
buttered soft breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
dry breadcrumb,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
dry breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
french breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
italian breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
italian seasoned breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
italian style breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
italian-seasoned breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
italian-style breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
japanese breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
panko,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
panko breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
panko crumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
panko japanese,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
panko japanese breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
progresso breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
progresso italian style breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
rye breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
saltine crumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
stale breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
white breadcrumb,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
whole wheat breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
whole wheat panko,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
whole wheat panko breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
whole-wheat panko,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
whole-wheat panko breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
wholemeal breadcrumbs,Bread & baked goods,Bread crumbs,Grains,,,,1,1,low
vanilla wafer,Bread & baked goods,Cookies,Grains,,,,3,3,high
vanilla wafer cookie,Bread & baked goods,Cookies,Grains,,,,2,2,high
biscotti,Bread & baked goods,Cookies,Grains,,,,1,1,low
crisp ladyfingers,Bread & baked goods,Cookies,Grains,,,,1,1,low
italian ladyfingers,Bread & baked goods,Cookies,Grains,,,,1,1,low
ladyfinger,Bread & baked goods,Cookies,Grains,,,,1,1,low
ladyfinger cookie,Bread & baked goods,Cookies,Grains,,,,1,1,low
ladyfingers,Bread & baked goods,Cookies,Grains,,,,1,1,low
nabisco vanilla wafer,Bread & baked goods,Cookies,Grains,,,,1,1,low
nilla vanilla wafer,Bread & baked goods,Cookies,Grains,,,,1,1,low
soft ladyfingers,Bread & baked goods,Cookies,Grains,,,,1,1,low
unfilled ladyfingers,Bread & baked goods,Cookies,Grains,,,,1,1,low
vanilla wafer cookie crumbs,Bread & baked goods,Cookies,Grains,,,,1,1,low
vanilla wafer crumbs,Bread & baked goods,Cookies,Grains,,,,1,1,low
cornbread,Bread & baked goods,Cornbread,Grains,,,,2,2,high
cornbread crumbs,Bread & baked goods,Cornbread,Grains,,,,1,1,low
cornbread dressing,Bread & baked goods,Cornbread,Grains,,,,1,1,low
cornbread dressing mix,Bread & baked goods,Cornbread,Grains,,,,1,1,low
cornbread mix,Bread & baked goods,Cornbread,Grains,,,,1,1,low
cornbread stuffing,Bread & baked goods,Cornbread,Grains,,,,1,1,low
cornbread stuffing mix,Bread & baked goods,Cornbread,Grains,,,,1,1,low
hot tamales,Bread & baked goods,Cornbread,Grains,,,,1,1,low
jalapeno cornbread,Bread & baked goods,Cornbread,Grains,,,,1,1,low
pan cornbread,Bread & baked goods,Cornbread,Grains,,,,1,1,low
recipe cornbread,Bread & baked goods,Cornbread,Grains,,,,1,1,low
skillet cornbread,Bread & baked goods,Cornbread,Grains,,,,1,1,low
skillet of cornbread,Bread & baked goods,Cornbread,Grains,,,,1,1,low
tamale,Bread & baked goods,Cornbread,Grains,,,,1,1,low
tamale dough,Bread & baked goods,Cornbread,Grains,,,,1,1,low
tamales,Bread & baked goods,Cornbread,Grains,,,,1,1,low
yellow cornbread,Bread & baked goods,Cornbread,Grains,,,,1,1,low
buttery cracker,Bread & baked goods,Crackers,Grains,,,,2,2,high
cheese cracker,Bread & baked goods,Crackers,Grains,,,,3,3,high
cracker barrel,Bread & baked goods,Crackers,Grains,,,,2,2,high
cracker crumb,Bread & baked goods,Crackers,Grains,,,,2,2,high
cracker crumbs,Bread & baked goods,Crackers,Grains,,,,8,8,high
doritos,Bread & baked goods,Crackers,Grains,,,,2,2,high
fritos,Bread & baked goods,Crackers,Grains,,,,2,2,high
sharp cracker barrel cheese,Bread & baked goods,Crackers,Grains,,,cheese-not-dairy,2,2,high
soda cracker,Bread & baked goods,Crackers,Grains,,,,5,5,high
tortilla chips,Bread & baked goods,Crackers,Grains,,,,2,3,high
